Name,Artist,Album,Popularity,Lyrics,Nb contributors
Made You Look,Meghan Trainor,Takin' It Back,89,"43 ContributorsTranslationsDeutschMade You Look Lyrics[Chorus]
I could have my Gucci on
I could wear my Louis Vuitton
But even with nothin' on
Bet I made you look (I made you look)

[Verse 1]
I'll make you double take soon as I walk away
Call up your chiropractor just in case your neck break
Ooh, tell me what you, what you, what you gon' do, ooh
'Cause I'm 'bout to make a scene, double up that sunscreen
I'm 'bout to turn the heat up, gonna make your glasses steam
Ooh, tell me what you, what you, what you gon' do, ooh

[Pre-Chorus]
When I do my walk, walk
I can guarantee your jaw will drop, drop
'Cause they don't make a lot of what I got, got
Ladies, if you feel me, this your bop, bop (Bop, bop, bop)

[Chorus]
I could have my Gucci on (Gucci on)
I could wear my Louis Vuitton
But even with nothin' on
Bet I made you look (I made you look)
Yeah, I look good in my Versacе dress (Take it off)
But I'm hotter whеn my morning hair's a mess
'Cause even with my hoodie on
Bet I made you look (I made you look)
Mhm-hm-hm
You might also like[Verse 2]
And once you get a taste (Woo), you'll never be the same
This ain't that ordinary, this that 14 karat cake
Ooh, tell me what you, what you what you gon' do, ooh

[Pre-Chorus]
When I do my walk, walk
I can guarantee your jaw will drop, drop (I guarantee your jaw will drop, drop)
'Cause they don't make a lot of what I got, got
Ladies, if you feel me, this your bop, bop (Bop, bop, bop)

[Chorus]
Ooh, I could have my Gucci on (Gucci on)
I could wear my Louis Vuitton (Louis Vuitton)
But even with nothin' on
Bet I made you look (Said, I made you look)
Yeah, I look good in my Versace dress (Take it off, baby)
But I'm hotter when my morning hair's a mess
'Cause even with my hoodie on
Bet I made you look (Said, I made you look)8Embed",43
Make Me,Borai & Denham Audio,Make Me,70,"3 ContributorsMake Me Lyrics[Chorus]
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you

[Instrumental Break]

[Chorus]
Baby, I don't know what I should do
You should make me feel like lovin' you

[Instrumental Break]

[Chorus]
Baby, I don't know what I should do
You should make me feel like lovin' you
You might also like[Instrumental Break]

[Chorus]
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you
Baby, I don't know what I should do
You should make me feel like lovin' you11Embed",3
Make Me Feel Good,Belters Only,Make Me Feel Good,69,"8 ContributorsMake Me Feel Good Lyrics[Verse 1]
I was in the club
Somewhere near the bar
I was in the club
Somewhere near the bar, when I
Saw that man, ooh
I was in the club
Somewhere near the bar, when I
Saw that man, yeah
There was no place for him in my arms, so I
Walked over to him
And I laid down my charm
""What's a man like you doing in a place like this?""
He said, ""Would you like to dance?""
Fulfil my wish

[Chorus]
Make me feel good (good)
Make me feel nice (nice)
Give me your loving all through the night
Make mе feel good (good)
Make me feel nice (ooh)
Givе me your loving all through the night
Make me feel good (good)
Make me feel nice (nice)
Give me your loving all through the night
You might also like[Post-Chorus]
Yeah (ooh), all through the night
Yeah (ooh), all through the night
Yeah (ooh), all through the night (yeah)
Give me your loving, yeah
Give me your loving
Give me your loving, yeah

[Verse 2]
Come on twirl woman
Ooh, what you did to me
One touch from his hand
Set my love free
Set my love free
Set my love free (yeah)

[Chorus]
Make me feel good (good)
Make me feel nice (nice)
Give me your loving all through the night
Make me feel good (good)
Make me feel nice (nice)
Give me your loving all through the night (yeah)
Make me feel good (good)
Make me feel nice (nice)
Give me your loving all through the night (yeah)
All through the night (yeah)
Give me your loving

Make me feel good
Make me feel nice
Give me your loving all through the night
Make me feel good
Make me feel nice
Give me your loving all through the night
Make me feel good
Make me feel nice
Give me your loving all through the night (yeah)

All through the night (yeah)
All through the night (yeah)
All through the night (yeah)
Give me your loving
Give me your loving
Give me your loving

[Outro]
Give me your loving
Give me your loving
Give me your loving14Embed",8
Make You Smile,D-Block Europe,Home Alone 2,67,"15 ContributorsMake You Smile Lyrics[Verse 1: Young Adz]
I pull up in the middle of the night
Darlin', I don't wanna see you cry, yeah
Nanny prayin' for me, I’m fine
Told her, ""I’ma be alright"", yeah
Maybe it's all me, or maybe it's all you
Let's take a trip overseas
Love each other how we supposed to

[Chorus: Young Adz]
No tantrums, girl, no tantrums
I'm in the Shangri-La with a hand ting
Drug dealers and killers and the mandem
Wanna make you smile, take you out
Like my lady with melanin, yeah
Big MAC-10, clap ten of them, yeah
Big Rolls-Royce truck to make an impression
Them guys irrelevant, yеah
You can take all my love
Ain't no line that I won't cross just to makе you smile
Scary sometimes, but it’s fine
I'll walk the mile and swim across sea to make you smile

[Verse 2: Dirtbike LB]
(Uh), I came on a madness (Uh), I'ma slide with my lady in Atlantis (Uh)
And I dive in the pool with the ice on my arm, that's a waterproof Patek (Uh)
And my little nigga rich, I'ma show him how to ball like he played for the Mavericks (Yeah)
My lady attractive, that skin smooth with no tatts (Yeah)
There's drillers and drummers in here, mind the gap on the exit (Yeah)
They wait 'til you blow up then niggas appear, but that is a death wish (That's a death—)
You ain't sat in a room full of killers that's armed, this nigga's pretendin' (Pretendin')
I walk with my heart, pray to Allah, that’s for my redemption
You might also like[Chorus: Young Adz]
No tantrums, girl, no tantrums
I'm in the Shangri-La with a hand ting
Drug dealers, and killers, and the mandem
Wanna make you smile, take you out
Like my lady with melanin, yeah
Big MAC-10, clap ten of them, yeah
Big Rolls-Royce truck to make an impression
Them guys irrelevant, yeah
Take all my love
Ain't no line that I won't cross just to make you smile
Scary sometimes, but it’s fine
I'll walk the mile, and swim across sea to make you smile

[Verse 3: AJ Tracey]
Trace-O
She's on heat, I ain't seen her for a while
My ladies always killlin' with style, yeah
In the Bentley truck, rollin' up loud
I'm tryna give her 'rounds in the cloud, yeah
Date night, shout if you need collection
Feel it in her soul, that's a deep connection
She know we hot, she ain't seen the Wesson
West style, I'ma teach the lesson
I'm with 29, twenty nines in the buildin'
I got bare kids, but I've never had children, no
Bare rap cappers in this music, they wanna do shit
I got a status, I can't lose it, no
I drop Tec in my soda
Lamb' truck same colour as Cola
Never had to lease that, I'm the owner
All this from my own Motorola
[Chorus: Young Adz]
No tantrums, girl, no tantrums
I'm in the Shangri-La with a hand ting
Drug dealers, and killers, and the mandem
Wanna make you smile, take you out
Like my lady with melanin, yeah
Big MAC-10, clap ten of them, yeah
Big Rolls-Royce truck to make an impression
Them guys irrelevant, yeah
Take all my love
Ain't no line that I won't cross just to make you smile
Scary sometimes, but it’s fine
I'll walk the mile, and swim across sea to make you smile1Embed",15
Mama ŠČ!,Let 3,Mama ŠČ!,72,"12 ContributorsTranslationsСрпскиEnglishFrançaisMama ŠČ! Lyrics[Tekst pjesme ""Mama ŠČ!""]

[Strofa 1]
Mama kupila traktora, šč
Mama kupila traktora, šč
Mama kupila traktora
Trajna-nina, armagedon, nona, šč
Mama kupila traktora, šč
Mama kupila traktora, šč
Mama kupila traktora
Trajna-nina, armagedon, nona
Traktora

[Strofa 2]
Mama ljubila morona, šč
Mama ljubila morona, šč
Mama ljubila morona
Trajna-nina, armagedon, nona

[Pred-Refren]
A, b, c, č, ć, d, dž, đ (A, b, c, č, ć, d, dž, đ)
E, f, g, h, i, j, k, l, lj, m, n, nj (A, b, c, č, ć, d, dž, đ, oprez, oprez)
O, p, r, s, š, t, u, v, z, ž (V, d, z, v, d, z)
Mama, mama, mama, ja se idem igrat'
Mama, idem u rat
You might also like[Refren]
Onaj mali psihopat (R-r-rat, rat)
Mali, podli psihopat (R-r-rat, rat)
Krokodilski psihopat (R-r-rat, rat)
Mama, idem u rat

[Post-refren]
Traktora

[Strofa 3]
Mama ljubila morona, šč
Mama ljubila morona, šč
Mama ljubila morona
Trajna-nina, armagedon, nona

[Refren]
Onaj mali psihopat (Mama, idemo u rat)
Mali, podli psihopat (Rat, rat)
Krokodilski psihopat (Mama, idemo u rat)
Mama, idem u rat
Onaj mali psihopat (Mama, idemo u rat)
Mali, podli psihopat (Rat, rat)
Krokodilski psihopat (Mama, idemo u rat)
Mama, idem u rat
Mama, mama, mama
Onaj mali psihopat (Mama, idemo u rat)
Mali, podli psihopat (Rat, rat)
Krokodilski psihopat (Mama, idemo u rat)
Mama, idem u rat
[Završetak]
Šč!Embed",12
Man Made A Bar (feat. Eric Church),Morgan Wallen,One Thing At A Time,81,"11 ContributorsMan Made a Bar Lyrics[Verse 1: Morgan Wallen]
I sat down on a barstool, like a dern fool
'Cause she walked out again
Bartender said, ""I got you, yeah, 'cause I, too
Have been in your boots, my friend
Opened up back in '85
Got me over my first wife
Been stayin' busy since the first night""
It's a story old as time

[Chorus: Morgan Wallen]
God made the world in seven short days
He said it was good, I bet it was great
Then God made a man, and man got lonely
He said, ""Please, Lord, if I could only
Have an angel to hold in my arms""
So God made a girl, His best work of art
Oh, but He didn't make no place to go when she breaks your hеart
So man made a bar

[Verse 2: Eric Church]
For some guys it's a good time, thе half price
Half dozen buckets of beer
Some say it's a cover band, that's a cover man
I know why they're here
Didn't go the way you planned it
Damn, the devil did some damage
You might also like[Chorus: Eric Church & Morgan Wallen]
So God made the world in seven short days
He said it was good, I bet it was great
Then God made a man, and man got lonely
He said, ""Please, Lord, if I could only
Have an angel to hold in my arms""
So God made a girl, His best work of art
Oh, but He didn't make no place to go when she breaks your heart
So man made a bar
Yeah, man made a bar

[Bridge: Morgan Wallen]
Sometimes an angel falls too hard
Loses more than just a piece of her heart
And she needs a place to go and make a brand new start

[Chorus: Eric Church & Morgan Wallen]
God made the world in seven short days
Said it was good, I bet it was great
God made a man, man got lonely
He said, ""Please, Lord, if I could only
Have an angel to hold in my arms""
So God made a girl, His best work of art
Oh, but He didn't make no place to go when she breaks your heart
So man made a bar
[Outro: Eric Church & Morgan Wallen]
Man made a bar
Yeah, man made a barEmbed",11
María - Pablo Flores Spanglish Radio Edit,Ricky Martin,Ricky Martin,57,"9 ContributorsMaría (Pablo Flores Spanglish Radio Edit) Lyrics[Intro]
Uépa

[Chorus]
Un, dos, tres, un pasito pa'lante, María
Un, dos, tres, un pasito pa'tras
(Uépa)
(Uépa)
Un, dos, tres
Un, dos, tres

[Verse 1]
(Es que me tiene loco)
She's the one that always turns me on
Sexy angel fallen from heaven
She's the one that always drives me wild
In her arms she's driving forever

[Bridge 1]
Asi es María, blanca como el día
Pero es veneno, si te quieres enamorar
Asi es María, tan caliente y fría
Que si te la bebes
De seguro te va a matar
(Uépa)
You might also like[Chorus]
Un, dos, tres un pasito pa'lante María
Un, dos, tres un pasito pa'atras (Aunque me muera)
Un, dos, tres un pasito pa'lante María (María)
Un, dos, tres un pasito pa'atrás (María, I wanna make you mine)

(Es que me tiene loco)

[Verse 2]
María es
An angel in disguise
Feeds my love with her devotion
Searching for a special place to hide
As she conquers all my emotions

[Bridge 1]
Asi es María, blanca como el día
Pero es veneno, si te quieres enamorar
Asi es María, tan caliente y fría
Que si te la bebes
De seguro te va a matar
(Uépa)

[Chorus]
Un, dos, tres un pasito pa'lante María
Un, dos, tres un pasito pa'atras (Aunque me muera)
Un, dos, tres un pasito pa'lante María (María)
Un, dos, tres un pasito pa'atrás (María, I wanna make you mine)
[Bridge 2]
Un pasito pa'delante
Un pasito pa'atras
Un pasito pa'delante
Un pasito pa'atras (María, María)
Un pasito pa'delante
Un pasito pa'atras (María)
Un pasito pa'delante
Un pasito pa'atras
(Uépa)

[Bridge 3]
(Uépa)
Un, dos, tres
Un, dos, tres
Un, dos, tres, un pasito pa'delante, María
Un, dos, tres, un pasito pa'atras

(Uépa)

[Bridge 1]
Asi es María, blanca como el día
Pero es veneno, si te quieres enamorar
Asi es María, tan caliente y fría
Que si te la bebes
De seguro te va a matar
(Uépa)
[Chorus]
Un, dos, tres un pasito pa'lante María
Un, dos, tres un pasito pa'atras (Aunque me muera)
Un, dos, tres un pasito pa'lante María (María)
Un, dos, tres un pasito pa'atrás (María, I wanna make you mine)

Un, dos, tres un pasito pa'lante María
Un, dos, tres un pasito pa'atras (Aunque me muera)
Un, dos, tres un pasito pa'lante María (María)
Un, dos, tres un pasito pa'atrás (María, I wanna make you mine)

Un, dos, tres, un pasito pa'delante, María
Un, dos, tres, un pasito pa'atras (Uépa)1Embed",9
Maria Maria (feat. The Product G&B),Santana,Supernatural (Remastered),85,"1 ContributorSantana - Maria Maria (Türkçe Çeviri) Lyrics[Wyclef Jean]
Hanımlar ve beyler, Carlos'un sesi için ses sistemlerinizin sesini açın
Santana ve G&B, Refugee Camp’ten çıkan bir eser


[David McRae]
Oh, Maria, Maria
Bana bir batı yakası hikayesini hatırlatıyor
İspanyol Harlemi'nde büyümüş
Film yıldızı gibi bir hayat yaşıyor
Oh, Maria, Maria
Doğu L.A'e aşık olmuş
Gitarın seslerine
Carlos Santana tarafından çalınan


[David McRae]
Yağmalamayı bırakın, ateş etmeyi bırakın
Köşede kapkaççılık yapmayı
Zengin daha da zenginleşirken
Fakir daha da fakirleşirken
Se mira Maria, köşede
Bir şeyleri yoluna koymak için düşünüyor
Posta kutumda, bir tahliye mektubu var
Hakim tarafından imzalanmış, sonra görüşürüz dedi
You might also like
[Santana + (Wyclef Jean)]
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Doğu yakası)
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Batı yakası)


[David McRae]
Oh, Maria, Maria
Bana bir batı yakası hikayesini hatırlatıyor
İspanyol Harlemi’nde büyümüş
Film yıldızı gibi bir hayat yaşıyor
Oh, Maria, Maria
Doğu L.A'e aşık olmuş
Gitarın seslerine
Carlos Santana tarafından çalınan


[Verse 2: David McRae]
A la favella los colores dedim
Caddeler daha da sıcaklaşıyor
Ateşi söndürecek su yok
Ni gota de esperanza
Se mira Maria, köşede
Bir şeyleri yoluna koymak için düşünüyor
Sonra gökyüzüne baktım
Cennetteki günleri ümit ettim

[Santana + (Wyclef Jean)]
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Kuzey yakası)
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Güney yakası)
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Dünya çapında)
Ahora vengo mama chula, mama chula
Ahora vengo mama chula (Aç gözlerini)


[David McRae]
Maria, biliyorsun sen benim sevgilimsin
Rüzgar estiğinde, seni hissediyorum
Ve ayrı olsak bile
Berabermişiz gibi hissettiriyor


[David McRae]
Oh, Maria, Maria
Bana bir batı yakası hikayesini hatırlatıyor
İspanyol Harlemi'nde büyümüş
Film yıldızı gibi bir hayat yaşıyor
Maria, Maria
Doğu L.A'e aşık olmuş
Gitarın seslerine
Carlos Santana tarafından çalınan

[Wyclef]
Kaldırın ellerinizi
Carlos Santana'yle Refugee Camp
Wyclef
Jerry Wonda
Mr. Santana
G&B
Yo Carlos, gitarı ağlatıyorsun adamımEmbed",1
MATHEMATICAL DISRESPECT,Lil Mabu,MATHEMATICAL DISRESPECT,86,"53 ContributorsMATHEMATICAL DISRESPECT Lyrics[Verse 1]
Like, most of y'all rappers is signed to the streets
Only deal that you took was a plea
Mabu get money while he pee
Shout out my label, that's me
I own a hundred percent of my cuts
Bitch, nobody takin' a fee
3.141592653
I'm the king of NYC
I heard they send my music to police
So this is a message to NYPD
I cap in my raps, I'm an innocent tweep
Keep a teddy bear when I sleep
I'm rappin' the words, but they write it for me
Me? I'm all about keepin' the peace
I mean, at least I get paid 'cause a lot of these rappers be cappin' for free
They call me The Ock
I got the bread, she chopped but said, ""Can I bring a friend?""
Never, never, never, I guess she forgot the bev', like
Two fives don't equal a ten
Quick math, don't try it again
She shaped like a turtle or a hen
Her makeup is fucked, she don't know how to blend
Make her do Wordle
She need to have brains if she givin' out head
Call her Virgil
'Cause the way she be blowin' shit got me dead
Haha, shawty got arctan
I wanna intersect her circle
She like, ""Mabu, I like purple""
So I blew her back out and I left her on read
You might also like[Interlude]
Get it? 'Cause blue and red equals purple
So I blew her back out and I left her on read
Don't let that go over your head

[Verse 2]
One thot, two thot, three thot, four
They all put they knees on the floor
Keisha, Becky, Sophie, Zoe
Textin' me, beggin' for more
Blockin' that bitch if she callin' me bro
If you my dog, then chew on my bone (Woof, woof)
Lil Mabu the king at switchin' the flow

[Outro]
To all my competition, dig a grave, dig a grave
I invested money in myself and it paid
I can't take a break 'til Mabu is a household nameEmbed",53
Meltdown,Niall Horan,Meltdown,82,"17 ContributorsTranslationsTürkçeMeltdown Lyrics[Intro]
When it all melts down, I'll be there

[Verse 1]
Talkin' to yourself (Yeah) in the bathroom
Losin' your mind in the mirror like you have to (Yeah)
Ooh-ooh, ooh-ooh
Screamin' in your car (Yeah) in the driveway
Spinnin' out, think your life's goin' sideways (Yeah)
Ooh-ooh, ooh-ooh

[Pre-Chorus]
One broken glass
Turns to total collapse
Just know this too shall pass
I'm tellin' you now, tellin' you now

[Chorus]
(Woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
(Woo-ooh-ooh, ooh-ooh, woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
I'm tellin' you now, tellin' you now

[Verse 2]
Sleep is so thin (Yeah) out of habit
Hard to tell the real from the dreams you imagine (Yeah)
Ooh-ooh, ooh-ooh
You might also like[Pre-Chorus]
Nights when one broken glass
Turns to total collapse
Just know this too shall pass
I'm tellin' you now, tellin' you now

[Chorus]
(Woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
(When it all melts down, woo-ooh-ooh, ooh-ooh, when it all melts down, down, woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
I'm tellin' you now, tellin' you now

[Bridge]
When there's wolves in your track (Wolves in your track)
Catchin' up fast (Catchin' up fast)
Baby, don't you look back (Don't you look back)
Don't you look back (Baby, don't you look back)
When you're hittin' the wall (Hittin' the wall)
And every star falls (And every star falls)
Don't you worry at all

[Chorus]
(Woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
(When it all melts down, woo-ooh-ooh, ooh-ooh, when it all melts down, down, woo-ooh-ooh, ooh-ooh-woo)
When it all melts down, I'll be there
I'm tellin' you now, tellin' you now2Embed",17
Memory Lane,Old Dominion,Memory Lane,79,"4 ContributorsMemory Lane Lyrics[Verse 1]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And we'd stay good as new like a fresh coat of paint
You'd be mine in the shine of a front porch light
Yeah, I might as well live there, baby
That's where I spend most of my time

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Verse 2]
If I could buy a house on Memory Lane
I wouldn't have to wonder if you miss me the same
I'd be loving you as usual, telling you you're beautiful
Oh, I'd be happily delusional

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
You might also like[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Outro]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And baby, me and you, we'd never fade, never fade
We'd never fade
Never fade, never fadeEmbed",4
messy in heaven,venbee,messy in heaven,77,"13 Contributors​messy in heaven Lyrics[Intro]
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven

[Verse 1]
Barefoot on the pavement, he was never complacent
Held his ground for the town and the statement
Leader, never backs out of the arrangеment
Speaks out to the wholе crowd when he saves them
But he was the one that needed saving
Now he's low-key crushed on the inside
He gave his all and now he's breaking
You can see it in his eyes

[Chorus]
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven

[Verse 2]
He's staying out on the weekdays, weekends
No sleep for the weak 'round here
Going out, getting lost in the deep end
White lines never dried no tears
He says no more, now he says no less
And the people wanna know where he goes next
Mind of a saint, so he knows best
But he don't sleep, nah, he don't rest
Turning water into wine, that's mad, that's mad
Everybody always wants what he has
You might also like[Pre-Chorus]
Gets a little messy in Heaven
Gets a little messy in Heaven

[Chorus]
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven

[Outro]
Gets a little messy in Heaven
Gets a little messy in Heaven
Gets a little messy in Heaven
Gets a little messy in Heaven, gets a little messy in Heaven20Embed",13
Middle Ground,Maroon 5,Middle Ground,67,"10 ContributorsMiddle Ground Lyrics[Verse 1]
I need peace, I need hope, I need guidance
I need more than myself
I need light, I need life, I need what I never felt

[Pre-Chorus]
Sisters and brothers are picking sides
And both of our mothers are terrified
And I'm crying out to an empty sky
Tell me

[Chorus]
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could make it out?
Am I crazier to believe
There's a middle ground?

[Verse 2]
I'm so up, I'm so down, I'm so broken
I'm so tired I can't sleep
I'm not mine, I'm not yours, I'm not sure of anything

[Pre-Chorus]
Oh, sisters and brothers are picking sides
And both of our mothers arе terrified
And I'm crying out to an empty sky
Tеll me
You might also like[Chorus]
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could make it out?
Am I crazier to believe
There's a middle ground?

[Bridge]
Middle ground, there's a middle ground
I don't need someone to love
I just need someone to live for
Middle ground, there's a middle ground
On my knees where I belong
Please tell me

[Chorus]
If I hit the ground
And I fall down to my knees
Would you hear the sound?
Am I crazy to think that we
Could ever make it out?
Am I crazier to believe
There's a middle ground?
[Outro]
Middle ground, there's a middle ground (Oh)
Crazier to believe there's a middle ground
Middle ground, there's a middle ground (Oh)
I need you to believe, oh, there's a middle groundEmbed",10
Mockingbird,Eminem,Encore (Deluxe Version),92,"257 ContributorsTranslationsTürkçePortuguêsItalianoDeutschFrançaisالعربيةMockingbird Lyrics[Intro]
Yeah
I know sometimes
Things may not always make sense to you right now
But hey
What Daddy always tell you?
Straighten up, little soldier
Stiffen up that upper lip
What you cryin' about?
You got me

[Verse 1]
Hailie, I know you miss your Mom, and I know you miss your Dad
When I'm gone, but I'm tryin' to give you the life that I never had
I can see you're sad, even when you smile, even when you laugh
I can see it in your eyes, deep inside you wanna cry
'Cause you're scared, I ain't there, Daddy's wit' you in your prayers
No more cryin', wipe them tears, Daddy's here, no more nightmares
We gon' pull together through it, we gon' do it
Lainie, Uncle's crazy, ain't he? Yeah, but he loves you, girl, and you better know it
We're all we got in this world when it spins, when it swirls
When it whirls, when it twirls, two little beautiful girls
Lookin' puzzled, in a daze, I know it's confusin' you
Daddy's always on the move, Mama's always on the news
I try to keep you sheltered from it, but somehow it seems
The harder that I try to do that, the more it backfires on me
All the things growin' up as Daddy that he had to see
Daddy don't want you to see, but you see just as much as he did
We did not plan it to be this way, your mother and me
But things have got so bad between us, I don't see us ever bein'
Together ever again, like we used to be when we was teenagers
But then, of course, everything always happens for a reason
I guess it was never meant to be
But it's just somethin' we have no control over, and that's what destiny is
But no more worries, rest your head and go to sleep
Maybe one day we'll wake up and this'll all just be a dream
You might also like[Chorus 1]
Now hush, little baby, don't you cry
Everything's gonna be alright
Stiffen that upper lip up, little lady, I told ya
Daddy's here to hold ya through the night
I know Mommy's not here right now and we don't know why
We feel how we feel inside
It may seem a little crazy, pretty baby
But I promise Mama's gon' be alright

[Verse 2]
Heh, it's funny
I remember back one year when Daddy had no money
Mommy wrapped the Christmas presents up and stuck 'em under the tree
And said some of 'em were from me 'cause Daddy couldn't buy 'em
I'll never forget that Christmas, I sat up the whole night crying
'Cause Daddy felt like a bum—see, Daddy had a job
But his job was to keep the food on the table for you and Mom
And at the time, every house that we lived in
Either kept gettin' broken into and robbed or shot up on the block
And your Mom was savin' money for you in a jar
Tryin' to start a piggy bank for you so you could go to college
Almost had a thousand dollars, 'til someone broke in and stole it
And I know it hurt so bad it broke your Mama's heart
And it seemed like everything was just startin' to fall apart
Mom and Dad was arguin' a lot
So Mama moved back on to Chalmers in the flat, one-bedroom apartment
And Dad moved back to the other side of 8 Mile on Novara
And that's when Daddy went to California with his CD
And met Dr. Dre, and flew you and Mama out to see me
But Daddy had to work, you and Mama had to leave me
Then you started seein' Daddy on the TV
And Mama didn't like it
And you and Lainie were too young to understand it
Papa was a rolling stone, Mama developed a habit
And it all happened too fast for either one of us to grab it
I'm just sorry you were there and had to witness it firsthand
'Cause all I ever wanted to do was just make you proud
Now I'm sittin' in this empty house just reminiscin'
Lookin' at your baby pictures, it just trips me out
To see how much you both have grown, it's almost like you're sisters now
Wow, guess you pretty much are, and Daddy's still here
Lainie, I'm talkin' to you too, Daddy's still here
I like the sound of that, yeah, it's got a ring to it, don't it?
Shh! Mama's only gone for the moment
[Chorus 1]
Now hush, little baby, don't you cry
Everything's gonna be alright
Stiffen that upper lip up, little lady, I told ya
Daddy's here to hold ya through the night
I know Mommy's not here right now and we don't know why
We feel how we feel inside
It may seem a little crazy, pretty baby
But I promise Mama's gon' be alright

[Chorus 2]
And if you ask me to, Daddy's gonna buy you a mockingbird
I'ma give you the world
I'ma buy a diamond ring for you, I'ma sing for you
I'll do anything for you to see you smile
And if that mockingbird don't sing and that ring don't shine
I'ma break that birdie's neck
I'll go back to the jeweler who sold it to ya
And make him eat every carat, don't fuck with Dad! (Haha)402Embed",257
Moonlight,Kali Uchis,Red Moon In Venus,87,"34 ContributorsTranslationsEspañolPortuguêsMoonlight Lyrics[Chorus]
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

[Verse 1]
Forget the small talk
The surface level ain't much that I care for
Putting on my lip gloss
I saw you stare from my peripheral, yeah

[Pre-Chorus]
Baby, it's been a hell of a day
But I know a place we can escape
Find out how it feels to let go of everything, be free
When you're here with me

[Chorus]
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
You might also like[Verse 2]
There's nothing like peace of mind
And you take the time to make sure that I'm okay
I know I can put stress on your brain
(You still love me, put no one above me)

[Pre-Chorus]
You always go out of your way
To show me that I'm your priority
Find out how it feels to let go of everything, be free
When you're here with me

[Chorus]
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo (I just wanna get high with my lover)
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover (Get high)
Veo una muñeca cuando miro en el espejo (High with my lover)
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

[Outro]
Get higher with you
Get higher and higher with you
Let's go to the moon
And leave behind all that
How does it feel, here by my side getting higher and higher?
Under the moonlight's glow
There's nowhere we won't go
Together go higher and higher
No-no-nowhere we won't go5Embed",34
